hunger,food,action
0.652848,0.365451,pass
0.597849,0.568707,eat
0.608298,0.953661,eat
0.287784,0.610812,pass
0.676731,0.776949,eat
0.172896,0.289248,pass
0.812968,0.820942,eat
0.672318,0.980122,pass
0.258027,0.578080,eat
0.592093,0.435415,pass
0.765702,0.498154,eat
0.691197,0.148710,pass
0.295301,0.733628,pass
0.133616,0.772808,pass
0.996662,0.060557,eat
0.196902,0.823035,pass
0.845651,0.716785,eat
0.716449,0.615451,eat
0.073935,0.540818,pass
0.396688,0.302690,pass
0.554252,0.641617,eat
0.109846,0.067167,pass
0.182044,0.289346,pass
0.539505,0.432287,pass
0.799526,0.625615,pass
0.198463,0.335857,pass
0.274912,0.862936,pass
0.025985,0.870368,eat
0.821395,0.842828,eat
0.807090,0.422909,pass
0.538072,0.434807,pass
0.304563,0.375053,pass
0.626273,0.254528,pass
0.768633,0.652771,eat
0.299573,0.196568,pass
0.446147,0.114016,eat
0.225859,0.816252,pass
0.094091,0.404510,pass
0.772128,0.887870,eat
0.387517,0.713914,pass
0.958812,0.410697,pass
0.840533,0.403613,eat
0.964682,0.291692,eat
0.533353,0.573541,eat
0.159279,0.560727,pass
0.561538,0.687524,pass
0.795834,0.806350,eat
0.367088,0.444156,pass
0.238586,0.090556,pass
0.096736,0.319721,pass
0.438441,0.627975,pass
0.240724,0.115716,pass
0.649367,0.607819,eat
0.169847,0.468702,pass
0.995130,0.052212,eat
0.283316,0.305315,pass
0.623476,0.215825,pass
0.561849,0.264100,pass
0.133902,0.899519,pass
0.398094,0.790510,eat
0.264605,0.581952,pass
0.539065,0.712689,eat
0.385193,0.302155,pass
0.839287,0.243202,eat
0.986602,0.217858,eat
0.629076,0.014754,pass
0.580006,0.655340,pass
0.425239,0.915888,eat
0.666925,0.829043,eat
0.999837,0.410459,pass
0.381082,0.419973,pass
0.310184,0.425323,pass
0.157571,0.542211,pass
0.928563,0.719654,eat
0.858082,0.103796,pass
0.263120,0.240376,pass
0.327727,0.084379,pass
0.165958,0.184419,pass
0.546143,0.476629,pass
0.044051,0.176244,pass
0.481445,0.806878,eat
0.996492,0.788754,eat
0.208776,0.568972,pass
0.694009,0.857174,pass
0.988018,0.605135,eat
0.164720,0.800222,pass
0.402639,0.839280,eat
0.107064,0.301975,pass
0.977434,0.976499,eat
0.026168,0.642638,pass
0.368540,0.376681,eat
0.877722,0.646590,pass
0.506226,0.878088,pass
0.146479,0.104912,pass
0.547467,0.019678,pass
0.712284,0.333367,eat
0.548789,0.904445,pass
0.751081,0.001193,pass
0.445248,0.591688,pass
0.294108,0.671374,pass
0.204738,0.153381,pass
0.267393,0.915524,eat
0.698326,0.333936,pass
0.564753,0.556327,pass
0.939587,0.957915,eat
0.488839,0.633387,eat
0.617976,0.470220,eat
0.279760,0.950888,pass
0.009558,0.659517,pass
0.629412,0.529568,pass
0.671710,0.744719,pass
0.783305,0.010256,pass
0.849082,0.599635,eat
0.890784,0.061439,pass
0.049256,0.611170,pass
0.477646,0.450065,pass
0.541619,0.519170,eat
0.708148,0.382993,pass
0.805868,0.151364,pass
0.581265,0.717445,eat
0.989537,0.680222,eat
0.005393,0.554839,eat
0.352967,0.732987,pass
0.043572,0.305967,pass
0.240301,0.017737,pass
0.673037,0.372906,pass
0.841239,0.170816,eat
0.657766,0.834506,eat
0.561339,0.638936,eat
0.433711,0.482724,pass
0.063467,0.746096,pass
0.161298,0.301624,pass
0.744956,0.558528,pass
0.248581,0.263046,pass
0.725153,0.031111,pass
0.176677,0.503715,pass
0.891012,0.668897,eat
0.264696,0.907175,eat
0.606929,0.495936,pass
0.527396,0.974422,pass
0.479571,0.631879,pass
0.808356,0.771488,pass
0.910361,0.748590,eat
0.788332,0.711286,eat
0.175805,0.745562,pass
0.359716,0.385828,eat
0.286780,0.923484,eat
0.560243,0.412273,pass
0.254179,0.839021,eat
0.686393,0.200475,pass
0.563190,0.023549,pass
0.958308,0.922936,eat
0.103326,0.537299,pass
0.013443,0.130028,pass
0.303383,0.269471,pass
0.357104,0.345571,pass
0.313075,0.617457,pass
0.556928,0.610532,eat
0.020779,0.311513,pass
0.306474,0.061818,pass
0.133165,0.411855,pass
0.090721,0.317616,pass
0.402517,0.170609,pass
0.638438,0.062560,pass
0.617260,0.671873,eat
0.953329,0.098464,pass
0.561672,0.489827,pass
0.801753,0.458627,eat
0.019387,0.131676,pass
0.017889,0.140429,pass
0.025743,0.303469,pass
0.873945,0.419245,eat
0.919518,0.610394,eat
0.811577,0.269206,eat
0.426499,0.792606,eat
0.161846,0.391747,pass
0.869551,0.987024,eat
0.063432,0.974755,pass
0.845707,0.032485,pass
0.181046,0.928649,pass
0.114237,0.292436,pass
0.764890,0.115815,pass
0.122908,0.110021,pass
0.938492,0.915027,pass
0.390580,0.390784,pass
0.038955,0.858208,pass
0.039535,0.242694,pass
0.135215,0.181729,pass
0.838997,0.398215,eat
0.408943,0.923716,pass
0.260777,0.624076,eat
0.042108,0.929323,pass
0.923040,0.165373,pass
0.725972,0.828207,eat
0.774216,0.804274,eat
0.195853,0.477316,pass
0.418329,0.985327,eat
0.631483,0.887943,eat
0.385505,0.502014,pass
0.928337,0.693494,eat
0.884156,0.733979,eat
0.139627,0.996209,pass
0.200380,0.811370,pass
0.631095,0.689520,eat
0.553421,0.809875,eat
0.058774,0.808328,pass
0.978005,0.808800,eat
0.066289,0.803332,pass
0.674284,0.470814,pass
0.680218,0.666607,eat
0.151067,0.180733,pass
0.809896,0.654928,eat
0.384410,0.213032,pass
0.999691,0.744329,pass
0.201238,0.521192,pass
0.900795,0.514027,eat
0.572767,0.496303,pass
0.007184,0.831217,pass
0.273231,0.045617,pass
0.618922,0.187064,pass
0.256678,0.976236,pass
0.648059,0.810100,eat
0.644215,0.251578,pass
0.540985,0.342330,eat
0.408646,0.044503,pass
0.635286,0.009691,pass
0.590765,0.681448,eat
0.386645,0.210469,pass
0.109862,0.965030,pass
0.185020,0.345894,eat
0.914620,0.137781,eat
0.151763,0.162156,pass
0.098868,0.387354,pass
0.665928,0.332016,eat
0.369641,0.449100,pass
0.045333,0.712437,pass
0.108942,0.337260,pass
0.017972,0.991322,pass
0.273983,0.583584,pass
0.531461,0.721211,pass
0.519893,0.200235,pass
0.360241,0.591991,pass
0.202970,0.116340,pass
0.896231,0.747609,eat
0.778091,0.947801,eat
0.138693,0.792651,pass
0.201288,0.081856,pass
0.457573,0.835752,pass
0.030869,0.837908,pass
0.254340,0.797997,pass
0.259888,0.826697,pass
0.766935,0.957819,eat
0.526540,0.959954,eat
0.292928,0.291637,pass
0.346542,0.176481,pass
0.301904,0.723910,pass
0.523913,0.154068,pass
0.962542,0.924152,eat
0.503750,0.028601,pass
0.705648,0.541563,eat
0.547455,0.754899,pass
0.727071,0.033717,pass
0.508356,0.160810,pass
0.846788,0.856138,eat
0.378729,0.922683,eat
0.445734,0.425062,pass
0.901234,0.701945,eat
0.018996,0.005017,pass
0.381086,0.052805,pass
0.955124,0.943376,eat
0.487121,0.730425,eat
0.080549,0.605877,pass
0.718823,0.378265,eat
0.774254,0.464341,eat
0.678085,0.577932,eat
0.939110,0.242516,pass
0.374034,0.386895,pass
0.329965,0.674144,pass
0.515645,0.390576,eat
0.418877,0.593344,eat
0.926948,0.705223,eat
0.141898,0.635783,pass
0.517453,0.547813,eat
0.342657,0.639561,pass
0.413634,0.876199,pass
0.237755,0.144194,pass
0.304594,0.603003,pass
0.741974,0.239243,eat
0.171504,0.756228,pass
0.216799,0.706567,eat
0.675049,0.728732,eat
0.351113,0.669413,pass
0.735017,0.999570,eat
0.099965,0.781566,pass
0.904108,0.415980,eat
0.332405,0.849081,pass
0.121401,0.462060,pass
0.495164,0.229876,pass
0.384250,0.330243,pass
0.022604,0.703073,pass
0.092503,0.616662,pass
0.593251,0.263090,pass
0.337278,0.400678,pass
0.215768,0.370482,pass
0.678945,0.110134,pass
0.188607,0.968375,pass
0.589473,0.780308,pass
0.253750,0.649795,pass
0.922718,0.866675,eat
0.068269,0.018605,pass
0.264772,0.803697,pass
0.365930,0.412884,pass
0.148763,0.429526,pass
0.050563,0.658162,pass
0.380187,0.346519,pass
0.005203,0.645470,pass
0.059885,0.454950,pass
0.490880,0.918011,eat
0.699215,0.313515,pass
0.139567,0.833111,pass
0.705657,0.450524,pass
0.656403,0.023290,pass
0.326906,0.052565,pass
0.415507,0.632232,pass
0.108288,0.630041,pass
0.250479,0.025932,pass
0.608820,0.555599,pass
0.811706,0.574070,pass
0.340896,0.211841,pass
0.452390,0.893214,pass
0.126895,0.021094,eat
0.201758,0.656788,pass
0.992647,0.501994,eat
0.590914,0.632678,pass
0.206468,0.648751,pass
0.560914,0.034370,pass
0.349434,0.395496,pass
0.366912,0.045655,pass
0.669391,0.133362,pass
0.479320,0.892201,eat
0.692476,0.295304,pass
0.377870,0.305033,pass
0.686524,0.339410,pass
0.533709,0.579792,pass
0.050473,0.156451,pass
0.690856,0.420703,eat
0.269074,0.334184,pass
0.142945,0.670083,pass
0.707883,0.687730,eat
0.447191,0.506789,pass
0.680305,0.668674,pass
0.524000,0.363653,eat
0.127232,0.121056,pass
0.002774,0.767058,pass
0.889888,0.497870,eat
0.324667,0.189110,pass
0.123280,0.058688,pass
0.616670,0.159923,eat
0.467610,0.586912,eat
0.490543,0.402487,pass
0.754825,0.427488,pass
0.986825,0.216043,eat
0.421770,0.563051,eat
0.943621,0.954213,eat
0.167184,0.361074,eat
0.262299,0.691619,eat
0.522896,0.423803,pass
0.034584,0.459768,pass
0.850076,0.262317,eat
0.044549,0.487741,pass
0.140849,0.524449,pass
0.367405,0.975369,pass
0.259325,0.373367,pass
0.817102,0.481347,eat
0.213114,0.951491,pass
0.208026,0.078707,pass
0.563028,0.101532,pass
0.082000,0.500256,pass
0.640317,0.773268,eat
0.834895,0.336200,pass
0.224560,0.646029,pass
0.975005,0.126173,pass
0.182123,0.936533,pass
0.521989,0.890641,pass
0.641125,0.365124,eat
0.780201,0.421544,pass
0.423980,0.359642,eat
0.468856,0.550220,pass
0.529729,0.541619,pass
0.372845,0.695468,pass
0.252360,0.863474,eat
0.446347,0.096147,pass
0.366855,0.169184,pass
0.248644,0.743207,pass
0.766273,0.589828,eat
0.238435,0.300249,pass
0.867778,0.684825,pass
0.309678,0.446518,pass
0.549140,0.551284,pass
0.567920,0.102323,pass
0.985211,0.008562,eat
0.133398,0.625638,pass
0.271019,0.030899,pass
0.443666,0.082193,pass
0.575661,0.421559,pass
0.029951,0.691353,pass
0.889135,0.699933,eat
0.172330,0.602608,pass
0.696085,0.789117,eat
0.913123,0.153137,eat
0.357412,0.934925,pass
0.250067,0.314388,pass
0.695409,0.127140,pass
0.674534,0.729061,eat
0.566083,0.851723,eat
0.266723,0.722958,pass
0.904077,0.944212,eat
0.883285,0.665326,pass
0.334349,0.087638,pass
0.199767,0.892834,pass
0.769426,0.003492,pass
0.677686,0.491080,eat
0.229198,0.781287,eat
0.220037,0.407580,pass
0.317025,0.127435,pass
0.826026,0.837831,eat
0.354615,0.080940,pass
0.579549,0.249778,pass
0.078441,0.235001,pass
0.658640,0.682541,eat
0.478988,0.026158,pass
0.089341,0.057688,pass
0.873932,0.927539,eat
0.543942,0.767533,eat
0.812147,0.019956,pass
0.910513,0.566240,eat
0.526288,0.144839,pass
0.735305,0.644173,pass
0.692315,0.850341,eat
0.772583,0.677704,eat
0.879163,0.726629,eat
0.195299,0.967673,pass
0.745117,0.916587,eat
0.064342,0.239165,pass
0.384892,0.513363,pass
0.929262,0.269526,pass
0.149200,0.803992,pass
0.835855,0.599334,eat
0.811734,0.178181,eat
0.909130,0.109372,eat
0.433283,0.128722,pass
0.495283,0.248591,eat
0.573796,0.831199,pass
0.937604,0.893682,eat
0.117594,0.385065,pass
0.545088,0.086966,pass
0.580500,0.325910,eat
0.148350,0.671690,eat
0.443630,0.903966,eat
0.512043,0.889315,pass
0.004824,0.856855,pass
0.270848,0.828063,eat
0.334936,0.008108,pass
0.264318,0.253880,pass
0.876277,0.575624,pass
0.025386,0.655544,eat
0.361748,0.164227,pass
0.321424,0.723205,eat
0.362293,0.542666,pass
0.057720,0.577272,pass
0.814536,0.827184,eat
0.109372,0.768507,pass
0.835426,0.199453,eat
0.084762,0.828744,pass
0.632671,0.753288,eat
0.739425,0.517296,pass
0.993541,0.255685,pass
0.877590,0.100231,eat
0.880477,0.485582,eat
0.564010,0.534384,eat
0.967341,0.729773,eat
0.418975,0.662021,pass
0.018621,0.269750,eat
0.917417,0.871696,eat
0.410708,0.123073,pass
0.979766,0.431277,eat
0.770379,0.437717,eat
0.462709,0.087366,pass
0.945848,0.252700,eat
0.524757,0.884425,pass
0.510045,0.961520,pass
0.887554,0.597455,eat
0.900430,0.203626,eat
0.866734,0.333245,pass
0.468387,0.240880,pass
0.907154,0.621583,eat
0.389495,0.399548,pass
0.422136,0.987477,pass
0.357695,0.063673,pass
0.024775,0.261757,pass
0.162806,0.458295,pass
0.149801,0.548531,pass
0.264171,0.228786,pass
0.667127,0.564769,pass
0.786194,0.366347,pass
0.448250,0.109456,pass
0.181214,0.646429,pass
0.971856,0.453026,pass
0.895578,0.819511,eat
0.781089,0.973119,eat
0.036891,0.172891,pass
0.639271,0.807836,pass
0.510109,0.538571,pass
0.954667,0.440800,eat
0.379416,0.009057,pass
0.441496,0.676049,eat
0.177006,0.446914,pass
0.410233,0.643446,eat
0.008261,0.943703,pass
0.611497,0.462250,eat
0.504372,0.940402,eat
0.521916,0.601599,eat
0.260767,0.091851,pass
0.718936,0.971198,eat
0.833207,0.349625,pass
0.787583,0.781810,pass
0.315958,0.255982,pass
0.869355,0.285913,eat
0.791224,0.776351,eat
0.089293,0.572701,pass
0.708095,0.347998,eat
0.523587,0.418745,pass
0.680307,0.705521,eat
0.988432,0.305685,pass
0.802155,0.410845,eat
0.987521,0.902186,eat
0.842805,0.740813,eat
0.793696,0.009497,pass
0.854043,0.546248,eat
0.867099,0.425878,eat
0.436232,0.913925,pass
0.581924,0.909189,eat
0.134384,0.019922,pass
0.035976,0.417313,pass
0.369347,0.030342,pass
0.052659,0.665750,pass
0.080073,0.682674,pass
0.952698,0.837354,eat
0.019735,0.808540,pass
0.934095,0.456573,eat
0.095150,0.870888,pass
0.742389,0.396291,pass
0.699560,0.314582,eat
0.951618,0.763504,eat
0.441562,0.299154,pass
0.758106,0.192765,pass
0.601159,0.776693,pass
0.563260,0.143303,pass
0.113451,0.228616,pass
0.876408,0.708072,pass
0.777701,0.210589,pass
0.384636,0.716512,pass
0.099062,0.377137,pass
0.433652,0.199471,pass
0.943153,0.416263,eat
0.705569,0.207451,eat
0.561553,0.508534,pass
0.602616,0.589503,pass
0.921206,0.945934,eat
0.402116,0.602893,pass
0.476716,0.379882,pass
0.409886,0.559278,pass
0.186602,0.244447,pass
0.325774,0.331273,pass
0.264647,0.739066,eat
0.269757,0.755694,pass
0.507840,0.958358,pass
0.447376,0.353542,pass
0.254820,0.857105,pass
0.011828,0.386974,pass
0.871003,0.425828,eat
0.734068,0.234336,pass
0.415203,0.088131,pass
0.557992,0.464580,pass
0.126832,0.207200,pass
0.995070,0.132097,eat
0.118459,0.428899,pass
0.251260,0.377981,pass
0.026119,0.625208,pass
0.583102,0.904120,eat
0.853701,0.125947,eat
0.777817,0.812352,eat
0.514718,0.594926,pass
0.694653,0.768038,eat
0.899896,0.060906,pass
0.256954,0.785568,pass
0.284336,0.049854,pass
0.916061,0.024266,eat
0.243316,0.268642,pass
0.522522,0.176184,pass
0.437849,0.526452,pass
0.537417,0.272250,pass
0.969654,0.727365,eat
0.584818,0.746061,eat
0.718735,0.944799,eat
0.939282,0.630205,pass
0.367499,0.035528,pass
0.979294,0.925543,eat
0.965417,0.899512,eat
0.730953,0.518214,pass
0.250419,0.473468,pass
0.252369,0.240705,pass
0.136586,0.410092,pass
0.824927,0.155665,pass
0.664400,0.416808,eat
0.420805,0.960816,pass
0.334559,0.783553,pass
0.210752,0.941643,pass
0.886700,0.745955,eat
0.179149,0.529927,pass
0.355654,0.816126,pass
0.923991,0.998625,eat
0.047943,0.160772,pass
0.221019,0.304176,pass
0.010196,0.844377,pass
0.670857,0.556591,eat
0.700671,0.191412,eat
0.379270,0.473964,eat
0.587800,0.597211,pass
0.849516,0.021640,eat
0.696294,0.387075,pass
0.357885,0.708132,pass
0.894632,0.645441,eat
0.269297,0.000453,pass
0.704034,0.006190,pass
0.401385,0.676923,eat
0.709499,0.794484,eat
0.520147,0.679037,pass
0.527311,0.908874,pass
0.690036,0.005708,pass
0.860883,0.021403,pass
0.066180,0.770998,pass
0.470127,0.888471,pass
0.363837,0.828214,pass
0.526387,0.316939,eat
0.558192,0.987214,eat
0.499300,0.498782,pass
0.564740,0.777226,eat
0.180811,0.114666,pass
0.535443,0.595792,pass
0.580128,0.841531,eat
0.127142,0.404876,pass
0.804893,0.604017,eat
0.385119,0.211261,pass
0.465371,0.624820,eat
0.524056,0.879058,eat
0.381157,0.363110,pass
0.053446,0.546716,pass
0.099380,0.454600,pass
0.674600,0.449127,pass
0.156866,0.361043,pass
0.545840,0.286803,pass
0.633296,0.279383,pass
0.943532,0.300322,eat
0.023493,0.177037,pass
0.960001,0.079534,eat
0.304715,0.123892,pass
0.041757,0.066774,pass
0.187996,0.993432,pass
0.809054,0.556386,eat
0.742298,0.935132,eat
0.965966,0.278473,eat
0.588255,0.262852,pass
0.905465,0.388606,pass
0.833106,0.589750,eat
0.117518,0.520234,pass
0.726489,0.323075,pass
0.094779,0.421736,pass
0.294890,0.023110,pass
0.860075,0.941793,eat
0.561470,0.380264,pass
0.040343,0.330030,pass
0.910377,0.841076,pass
0.098441,0.852087,pass
0.180205,0.140489,pass
0.626286,0.767886,pass
0.318676,0.858794,pass
0.822356,0.965253,eat
0.075465,0.940088,pass
0.900816,0.860993,eat
0.650233,0.305103,pass
0.159485,0.716221,pass
0.103113,0.583927,pass
0.111376,0.920785,pass
0.935389,0.528801,pass
0.705612,0.801794,pass
0.508713,0.630101,eat
0.157684,0.774363,eat
0.618390,0.364309,pass
0.285883,0.778621,pass
0.354444,0.642618,pass
0.220425,0.472988,pass
0.656817,0.623012,eat
0.193557,0.907508,eat
0.535382,0.955752,eat
0.646604,0.886019,eat
0.987958,0.725477,eat
0.500014,0.668831,pass
0.893921,0.913596,eat
0.994884,0.783506,eat
0.987061,0.295072,eat
0.699363,0.981670,eat
0.349001,0.072455,pass
0.259803,0.957389,eat
0.187604,0.484686,pass
0.443310,0.847356,eat
0.764232,0.509018,pass
0.174309,0.249614,pass
0.283116,0.928535,pass
0.109748,0.277576,pass
0.075679,0.688514,pass
0.022919,0.299616,pass
0.842002,0.592596,eat
0.337443,0.307922,pass
0.266791,0.547185,eat
0.661458,0.213306,pass
0.804807,0.056148,eat
0.604397,0.730870,pass
0.282005,0.266448,pass
0.947816,0.176357,eat
0.801501,0.358874,pass
0.442957,0.963308,eat
0.324761,0.523427,pass
0.720900,0.578971,pass
0.639766,0.565673,eat
0.302375,0.501096,pass
0.851326,0.608064,eat
0.153635,0.777509,eat
0.243590,0.558529,pass
0.964069,0.103997,eat
0.791018,0.070603,pass
0.351484,0.870255,pass
0.128901,0.975790,pass
0.417049,0.250925,pass
0.781902,0.445444,eat
0.986439,0.691091,eat
0.965544,0.681714,eat
0.507141,0.298152,pass
0.541218,0.611608,eat
0.348726,0.302090,pass
0.483689,0.410179,eat
0.596395,0.400021,pass
0.044420,0.502595,pass
0.655919,0.844860,eat
0.988374,0.127064,eat
0.121747,0.979333,pass
0.395306,0.932083,pass
0.020047,0.159779,pass
0.898141,0.034866,pass
0.122102,0.147440,pass
0.009515,0.805067,pass
0.702034,0.551162,eat
0.294025,0.455719,pass
0.751583,0.818431,eat
0.960478,0.998191,eat
0.066429,0.564936,pass
0.562133,0.018381,pass
0.188921,0.243672,pass
0.534063,0.656032,pass
0.161285,0.368553,pass
0.735639,0.470548,pass
0.386640,0.698201,pass
0.449800,0.924582,pass
0.311902,0.214740,pass
0.305615,0.408230,eat
0.626848,0.566267,eat
0.219529,0.308598,pass
0.741151,0.449724,eat
0.992698,0.011454,pass
0.627299,0.533406,pass
0.378820,0.789053,eat
0.255793,0.284967,pass
0.916771,0.973331,eat
0.341731,0.322903,pass
0.608778,0.062158,pass
0.468848,0.413186,pass
0.897746,0.867473,eat
0.485563,0.567053,eat
0.190999,0.530789,pass
0.294726,0.319192,pass
0.774206,0.647790,pass
0.140193,0.927383,eat
0.598841,0.246801,pass
0.534972,0.151627,eat
0.168853,0.766772,pass
0.467045,0.989540,pass
0.090124,0.035657,pass
0.995081,0.846914,eat
0.790380,0.073350,pass
0.853502,0.641623,eat
0.473394,0.013199,pass
0.551995,0.239842,eat
0.958647,0.712924,eat
0.877544,0.237599,pass
0.830375,0.880467,pass
0.692357,0.797999,eat
0.317989,0.100505,pass
0.779937,0.140349,eat
0.002629,0.363352,pass
0.300101,0.248666,pass
0.199971,0.093717,pass
0.981696,0.053327,eat
0.455171,0.206030,pass
0.795417,0.543441,pass
0.038464,0.499011,pass
0.717570,0.269024,pass
0.332046,0.462947,pass
0.122544,0.924851,pass
0.485826,0.828870,eat
0.740290,0.292197,pass
0.576321,0.813132,pass
0.689289,0.511963,pass
0.284826,0.521854,eat
0.154400,0.361276,pass
0.553965,0.789627,eat
0.885934,0.124964,pass
0.776107,0.407447,pass
0.881409,0.972036,eat
0.816952,0.145565,eat
0.074267,0.296613,pass
0.354423,0.738871,pass
0.331692,0.888760,eat
0.278078,0.203969,pass
0.188488,0.018312,pass
0.792542,0.307697,pass
0.553391,0.361125,pass
0.963143,0.340882,eat
0.141665,0.563344,pass
0.838507,0.820018,eat
0.852623,0.403020,eat
0.877714,0.452125,eat
0.903732,0.242670,pass
0.449867,0.885915,pass
0.431484,0.436302,pass
0.340654,0.842169,pass
0.250274,0.678271,pass
0.238344,0.947456,pass
0.147893,0.682421,pass
0.819699,0.709505,pass
0.081909,0.165318,pass
0.442126,0.790072,pass
0.392943,0.980067,pass
0.002391,0.542819,pass
0.291692,0.181905,pass
0.015050,0.230756,pass
0.776060,0.541548,eat
0.851310,0.979352,eat
0.044840,0.398717,pass
0.180618,0.726448,pass
0.164910,0.415462,pass
0.041007,0.929468,pass
0.778422,0.605928,eat
0.013555,0.254044,pass
0.158113,0.094351,pass
0.906789,0.968852,eat
0.443019,0.518099,pass
0.968279,0.134540,eat
0.893081,0.110353,eat
0.082526,0.317041,pass
0.916665,0.574221,pass
0.476285,0.784351,pass
0.550645,0.231923,eat
0.906164,0.851228,eat
0.694064,0.949112,eat
0.959441,0.349428,pass
0.401004,0.112606,eat
0.527652,0.681266,eat
0.517742,0.679780,pass
0.216602,0.002775,pass
0.576618,0.729184,pass
0.914398,0.671472,eat
0.779574,0.061775,pass
0.750574,0.932500,eat
0.089238,0.028933,pass
0.796852,0.564925,eat
0.413474,0.714933,pass
0.750060,0.796983,pass
0.205901,0.883893,pass
0.651372,0.592367,eat
0.662897,0.981591,pass
0.588992,0.066702,pass
0.566221,0.449079,pass
0.508199,0.814795,eat
0.275560,0.552406,pass
0.832472,0.451800,eat
0.342677,0.606126,pass
0.767273,0.316560,pass
0.669998,0.144189,pass
0.785303,0.574294,pass
0.745666,0.487495,eat
0.266715,0.024033,pass
0.187043,0.556036,pass
0.329419,0.385149,pass
0.763358,0.125841,pass
0.419861,0.300669,pass
0.766854,0.822730,eat
0.122975,0.835571,pass
0.829097,0.353815,eat
0.022021,0.916231,pass
0.205076,0.842229,pass
0.026596,0.893121,pass
0.650354,0.217847,pass
0.159171,0.508238,pass
0.426866,0.284188,pass
0.973522,0.212806,pass
0.128964,0.182751,pass
0.046214,0.035467,pass
0.975888,0.645539,eat
0.571459,0.665581,eat
0.580410,0.082802,pass
0.509858,0.104679,pass
0.506613,0.326046,pass
0.793926,0.747898,eat
0.818194,0.293337,eat
0.157078,0.835303,pass
0.180563,0.242950,pass
0.737625,0.512864,pass
0.725807,0.039176,eat
0.724679,0.406048,pass
0.189265,0.377788,pass
0.943941,0.638056,eat
0.763640,0.319870,pass
0.814154,0.813262,eat
0.882430,0.287727,pass
0.485886,0.147970,pass
0.196890,0.026904,pass
0.274453,0.148147,pass
0.783985,0.285337,pass
0.780466,0.980137,eat
0.552796,0.302364,pass
0.696800,0.648734,pass
0.317677,0.785887,eat
0.170093,0.656842,pass
0.785272,0.651881,eat
0.722681,0.821453,eat
0.289845,0.140341,pass
0.190889,0.410110,pass
0.520136,0.515562,pass
0.892843,0.042705,eat
0.748389,0.673616,pass
0.757943,0.724099,eat
0.450558,0.538325,eat
0.440879,0.190776,pass
0.312381,0.578449,eat
0.689430,0.938480,eat
0.126810,0.338200,pass
0.453184,0.382478,pass
0.725337,0.179434,eat
0.089287,0.200932,pass
0.471918,0.796978,eat
0.436008,0.061361,pass
0.103060,0.249698,pass
0.187280,0.405247,pass
0.112729,0.236478,pass
0.921879,0.015992,eat
0.968779,0.983243,eat
0.951324,0.749215,eat
0.848699,0.152688,pass
0.462415,0.589763,pass
0.012095,0.033216,pass
0.750857,0.640502,pass
0.901189,0.328981,pass
0.768781,0.776715,pass
0.819492,0.111042,pass
0.935232,0.057794,pass
0.697014,0.491045,eat
0.369750,0.328654,eat
0.082355,0.213619,eat
0.325395,0.619626,pass
0.984945,0.288597,eat
0.034903,0.239882,pass
0.934012,0.735953,eat
0.395694,0.891240,eat
0.252796,0.428701,pass
0.766543,0.858922,eat
0.341367,0.893622,pass
0.847241,0.605184,pass
0.227852,0.942942,pass
0.201833,0.692303,pass
0.586033,0.112026,eat
0.274055,0.931271,pass
0.185203,0.159523,pass
0.822569,0.238138,eat
0.752007,0.935673,eat
0.905703,0.330434,eat
0.129959,0.894537,pass
0.417469,0.209284,pass
0.821046,0.486505,pass
0.740796,0.771202,pass
0.268895,0.635464,pass
0.553364,0.347000,pass
0.130378,0.569841,pass
0.451528,0.496311,pass
0.595736,0.866568,eat
0.596520,0.129729,eat
0.720666,0.269112,eat
0.610868,0.177118,pass
0.514165,0.349652,pass
0.639557,0.866348,eat
0.461720,0.714463,pass
0.137618,0.082038,pass
0.662227,0.817177,eat
0.611208,0.690039,eat
0.937818,0.936078,eat
0.184037,0.307416,pass
0.532284,0.502696,pass
0.101457,0.501552,pass
0.603468,0.604532,eat
0.544798,0.173603,pass
0.795317,0.449737,pass
0.446954,0.661593,eat
0.782123,0.031704,pass
0.858384,0.297381,pass
0.903649,0.694643,eat
0.330119,0.588305,eat
0.301705,0.154921,eat
0.235343,0.093207,pass
0.196396,0.415385,pass
0.419160,0.780643,eat
0.704699,0.661851,eat
0.896800,0.741353,pass
0.512227,0.928110,eat
0.428682,0.971978,pass
0.728329,0.217395,pass
0.114819,0.332426,pass
0.370790,0.534112,pass
0.999917,0.988231,eat
0.461760,0.438957,pass
0.521206,0.356778,eat
0.728200,0.285941,pass
0.864115,0.163267,pass
0.795728,0.465063,eat
0.510125,0.579166,pass
0.637470,0.275856,pass
0.704991,0.200960,eat
0.653668,0.781633,eat
0.844114,0.840820,eat
0.496201,0.527320,pass
0.951082,0.786334,eat
0.043495,0.260154,pass
0.198366,0.047235,pass
0.635635,0.303449,pass
0.263848,0.300890,pass
0.192040,0.986338,pass
0.954076,0.535163,eat
0.579300,0.889322,pass
0.777270,0.984018,eat
0.898989,0.398681,pass
0.263979,0.401255,pass
0.975837,0.446999,eat
0.706160,0.493724,eat
0.812161,0.989634,eat
0.573466,0.094920,pass
0.386220,0.338943,pass
0.548091,0.869604,eat
0.185349,0.086482,pass
0.909532,0.234903,pass
0.771052,0.030320,eat
0.625255,0.455847,pass
0.794701,0.353471,pass
0.753762,0.535279,eat
0.832403,0.897778,eat
0.390501,0.161290,pass
0.132080,0.349404,pass
0.596218,0.220611,eat
0.737909,0.676172,eat
